id,action_sequence,first_action_rb,fact,ai_assistance
mbmbf,1126-105-4129-105-20022-1104-735-1127-105-113-105-21355-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
n49be,989-105-4129-105-20022-1059-735-1265-105-4037-105-15881-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qyaw9,1159-105-108-105-15342-1071-735-1195-105-110-105-869,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
lkbnb,1265-105-4004-105-20022-995-735-906-105-775-105-15881-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
go4y0,15342-995-103-15342-977,['15342'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G012|TAG=RB4|P=HIGH|COUNT=17|REP=jymh9|A=15342|ABA=0|Buniq=0
xy84u,1353-105-113-105-978-735-1243-105-775-105-21606-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
m3o1f,20022-1045-103-21040-1045,['1045'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G019|TAG=RB4|P=HIGH|COUNT=12|REP=w9aqk|A=1045|ABA=0|Buniq=0
nf1lf,905-105-4004-105-978-735-1159-105-108-105-20278-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
jb87m,906-105-108-105-20022-1080-735-906-105-775-105-15881-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
z13au,15881-1104-103-21606-1104,['1104'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G017|TAG=RB4|P=HIGH|COUNT=13|REP=qqhd8|A=1104|ABA=0|Buniq=0
ffgmg,1159-105-4004-105-21606-1071-735-979-105-775-105-15881-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ug4zq,1353-105-4004-105-15881-1027-735-1126-105-108-105-21355-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hqhen,1353-105-113-105-21040-977-735-989-105-112-105-15881-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
l2rxh,1072-105-4507-105-15342-975-735-907-105-113-105-1081,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
fj8n6,989-105-775-105-15342-995-735-1244-105-775-105-20022-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.78.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
awcuy,621-714-3889-4129-1012-606-714-1012-108-112,['1012'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 10 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G010|TAG=RB4|P=HIGH|COUNT=19|REP=n5apk|A=714|ABA=0|Buniq=0
jsmpz,907-105-4129-105-15881-1027-735-1455-105-112-105-10795,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
hhdd6,989-105-4037-105-21355-1059-735-1042-105-4004-105-21606-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ylglg,21355-1080-103-21355-1080,"['21355', '1080']","Phát hiện 0 lần lặp 3 bước (A-B-A), 2 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.52.",G=G009|TAG=RB4|P=HIGH|COUNT=19|REP=kfuw3|A=21355|ABA=0|Buniq=0
lznzz,21355-1080-103-17980-1080,['1080'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G016|TAG=RB4|P=HIGH|COUNT=13|REP=inc5x|A=1080|ABA=0|Buniq=0
ibsrm,906-105-110-105-15881-1045-735-976-105-775-105-886,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
ot1ez,1243-105-113-105-21040-1104-735-1195-105-113-105-849,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
y4rd2,1353-105-108-105-20278-1027-735-989-105-4004-105-1081,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
g9r9c,992-105-4129-105-1130-735-1012-105-4037-105-21355-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
ax591,1265-105-113-105-21606-1068-735-1243-105-113-105-21040-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
i1ojl,21355-1059-103-21355-1059,"['21355', '1059']","Phát hiện 0 lần lặp 3 bước (A-B-A), 2 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.52.",G=G009|TAG=RB4|P=HIGH|COUNT=19|REP=kfuw3|A=21355|ABA=0|Buniq=0
g0iqx,20022-1059-103-20022-1080,['20022'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G011|TAG=RB4|P=HIGH|COUNT=18|REP=yydm9|A=20022|ABA=0|Buniq=0
d0zai,1353-105-4004-105-15881-1071-735-992-105-775-105-20278-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
csqo5,992-105-775-105-20022-995-735-905-105-775-105-17980-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
pl2xj,1012-105-110-105-884-735-1265-105-4507-105-20278-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
f2g0x,1072-105-4037-105-17980-977-735-1195-105-4037-105-881,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
kxrva,906-105-775-105-21040-1104-735-1244-105-775-105-15342-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
x9mam,621-714-905-775-1126-606-714-1126-113-1012,['1126'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 10 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G010|TAG=RB4|P=HIGH|COUNT=19|REP=n5apk|A=714|ABA=0|Buniq=0
i8sgs,907-105-4129-105-8351-735-906-105-113-105-17980-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
i7p21,1159-105-4037-105-21606-1059-735-905-105-775-105-20022-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
oflxd,621-714-4129-112-1042-606-714-1042-4037-1126,['1042'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 10 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G010|TAG=RB4|P=HIGH|COUNT=19|REP=n5apk|A=714|ABA=0|Buniq=0
qrycp,907-105-775-105-20278-1027-735-976-105-108-105-15342-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
ldcac,976-105-110-105-15342-1080-735-1265-105-108-105-887,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
loydg,17980-995-103-17980-1080,['17980'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G007|TAG=RB4|P=HIGH|COUNT=26|REP=daamb|A=17980|ABA=0|Buniq=0
qe0lm,1455-105-4004-105-1117-735-1159-105-113-105-21606-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
qxzt8,21040-977-103-17980-977,['977'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G018|TAG=RB4|P=HIGH|COUNT=13|REP=ykzyz|A=977|ABA=0|Buniq=0
w8hl8,1265-105-4507-105-21040-975-735-1195-105-113-105-15881-977,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
n4d51,21355-1068-103-21355-977,['21355'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G009|TAG=RB4|P=HIGH|COUNT=19|REP=kfuw3|A=21355|ABA=0|Buniq=0
l2qc2,1127-105-4129-105-20278-995-735-989-105-775-105-20022-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
aqidi,989-105-4129-105-21040-1045-735-905-105-110-105-1117,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
yik87,1076-658-606-179-4103-110-906-606-179-906-775-992,['906'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 3.08.",G=G026|TAG=RB4|P=HIGH|COUNT=8|REP=hcumo|A=606|ABA=0|Buniq=0
ru7ao,979-105-110-105-15881-1080-735-1042-105-113-105-21355-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
tg9a3,15342-1068-103-20278-1068,['1068'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G028|TAG=RB4|P=HIGH|COUNT=6|REP=nz0cw|A=1068|ABA=0|Buniq=0
zez32,1072-105-4129-105-17980-995-735-1353-105-4507-105-886,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
u9t3k,976-105-113-105-20278-1071-735-905-105-4129-105-1004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
pbqof,1244-105-4129-105-21355-1104-735-1159-105-4037-105-15881-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
z6f5c,1243-105-4129-105-20022-1071-735-1126-105-110-105-21040-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
pf4qv,1353-105-775-105-17980-975-735-1195-105-112-105-1004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
zxjy7,15342-1059-103-15342-1104,['15342'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G012|TAG=RB4|P=HIGH|COUNT=17|REP=jymh9|A=15342|ABA=0|Buniq=0
pux2k,4187-102-1072-110-103-1072-102-1012-4004,['1072'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 9 thao tác. Chỉ số hỗn loạn (Entropy): 2.73.",G=G008|TAG=RB4|P=HIGH|COUNT=23|REP=dzhi2|A=102|ABA=0|Buniq=0
rot1v,1072-105-113-105-21040-1068-735-1265-105-113-105-20022-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
fg44y,1127-105-113-105-21606-995-735-976-105-112-105-20022-1045,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q0bi6,976-105-108-105-21355-1071-735-1012-105-4129-105-869,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
j5la1,1353-105-108-105-21040-975-735-1012-105-4004-105-20022-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yzgwu,15881-1080-103-15342-1080,['1080'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G016|TAG=RB4|P=HIGH|COUNT=13|REP=inc5x|A=1080|ABA=0|Buniq=0
c25k0,1001-1127-108-3362-1101-907-110-102-907,['907'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 9 thao tác. Chỉ số hỗn loạn (Entropy): 2.95.",G=G059|TAG=RB4|P=HIGH|COUNT=1|REP=c25k0|A=907|ABA=0|Buniq=0
ldyp3,907-105-113-105-15342-1027-735-1072-105-113-105-20022-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
vw1vd,17980-1045-103-15342-1045,['1045'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G019|TAG=RB4|P=HIGH|COUNT=12|REP=w9aqk|A=1045|ABA=0|Buniq=0
cloce,1072-105-4507-105-15342-1068-735-1126-105-113-105-21606-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hdbt3,21355-977-103-21355-1068,['21355'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G009|TAG=RB4|P=HIGH|COUNT=19|REP=kfuw3|A=21355|ABA=0|Buniq=0
pqdn6,906-105-108-105-15881-1080-735-1042-105-112-105-21040-1071,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hklvj,1012-105-775-105-10795-735-907-105-4037-105-1081,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 2.73.",G=G013|TAG=ANCHOR_LOOP|P=LOW|COUNT=16|REP=bje4l|A=105|ABA=2|Buniq=2
ava71,21606-1071-103-20022-1071,['1071'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G023|TAG=RB4|P=HIGH|COUNT=10|REP=hfww0|A=1071|ABA=0|Buniq=0
qzk11,1042-105-113-105-17980-975-735-1042-105-4507-105-910,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
qyp1o,1159-105-4004-105-946-735-976-105-4004-105-20278-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
d7jlu,907-105-113-105-21355-1068-735-905-105-4129-105-15342-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
x92h7,905-105-112-105-15342-1080-735-1126-105-112-105-21040-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
od84b,905-105-775-105-17980-1068-735-979-105-4037-105-21355-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yvwwd,1265-105-775-105-15881-1080-735-1126-105-775-105-17980-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
